datetime,temperature,precipitation,weather
2022/10/3 22:00:00,21.3,0,
2022/10/3 23:00:00,20.9,0,
2022/10/4 00:00:00,20.4,0,
2022/10/4 1:00:00,19.9,0,
2022/10/4 2:00:00,19.6,0,
2022/10/4 3:00:00,19.9,0,4
2022/10/4 4:00:00,19.9,0.0,
2022/10/4 5:00:00,20.0,0,
2022/10/4 6:00:00,20.0,0,4
2022/10/4 7:00:00,20.6,0,
2022/10/4 8:00:00,21.8,0,
2022/10/4 9:00:00,23.4,0,4
2022/10/4 10:00:00,24.2,0,
2022/10/4 11:00:00,24.8,0,
2022/10/4 12:00:00,25.0,0.0,10
2022/10/4 13:00:00,24.8,0.0,
2022/10/4 14:00:00,25.5,0.0,
2022/10/4 15:00:00,26.0,0,4
2022/10/4 16:00:00,25.3,0,
2022/10/4 17:00:00,25.1,0,
2022/10/4 18:00:00,24.6,0,4
2022/10/4 19:00:00,24.2,0.0,
2022/10/4 20:00:00,24.0,0.0,
2022/10/4 21:00:00,24.1,0.0,4
2022/10/4 22:00:00,24.0,0,
2022/10/4 23:00:00,23.4,0,
2022/10/5 00:00:00,22.0,0.0,
2022/10/5 1:00:00,21.6,0.0,
2022/10/5 2:00:00,21.0,0,
2022/10/5 3:00:00,20.8,0,4
2022/10/5 4:00:00,20.4,0.0,
2022/10/5 5:00:00,19.0,0,
2022/10/5 6:00:00,18.7,0,4
2022/10/5 7:00:00,18.2,0,
2022/10/5 8:00:00,17.7,0.0,
2022/10/5 9:00:00,16.7,0.0,10
2022/10/5 10:00:00,15.8,0.0,
2022/10/5 11:00:00,15.5,0.0,
2022/10/5 12:00:00,15.8,0.0,4
2022/10/5 13:00:00,15.6,0.0,
2022/10/5 14:00:00,15.7,0.0,
2022/10/5 15:00:00,15.4,0.0,4
2022/10/5 16:00:00,15.2,0,
2022/10/5 17:00:00,15.0,0,
2022/10/5 18:00:00,14.8,0,4
2022/10/5 19:00:00,14.6,0,
2022/10/5 20:00:00,14.2,0,
2022/10/5 21:00:00,13.5,0,2
2022/10/5 22:00:00,13.0,0,
2022/10/5 23:00:00,12.8,0,
2022/10/6 00:00:00,12.5,0,
2022/10/6 1:00:00,11.8,0,
2022/10/6 2:00:00,10.2,0,
2022/10/6 3:00:00,10.0,0,1
2022/10/6 4:00:00,10.0,0,
2022/10/6 5:00:00,9.9,0,
2022/10/6 6:00:00,10.3,0,3
2022/10/6 7:00:00,11.2,0,
2022/10/6 8:00:00,12.3,0,
2022/10/6 9:00:00,13.2,0,4
2022/10/6 10:00:00,13.4,0,
2022/10/6 11:00:00,13.3,0,
2022/10/6 12:00:00,13.3,0,4
2022/10/6 13:00:00,13.4,0,
2022/10/6 14:00:00,13.2,0.0,
2022/10/6 15:00:00,12.4,0.0,10
2022/10/6 16:00:00,12.5,0.5,
2022/10/6 17:00:00,12.7,0,
2022/10/6 18:00:00,12.0,0,1
2022/10/6 19:00:00,11.5,0,
2022/10/6 20:00:00,11.5,0,
2022/10/6 21:00:00,10.2,0,1
2022/10/6 22:00:00,10.3,0,
2022/10/6 23:00:00,9.8,0,
2022/10/7 00:00:00,8.9,0,
2022/10/7 1:00:00,8.2,0,
2022/10/7 2:00:00,8.3,0,
2022/10/7 3:00:00,8.9,0,4
2022/10/7 4:00:00,9.3,0,
2022/10/7 5:00:00,9.1,0,
2022/10/7 6:00:00,9.4,0,4
2022/10/7 7:00:00,9.9,0,
2022/10/7 8:00:00,11.0,0,
2022/10/7 9:00:00,11.5,0,4
2022/10/7 10:00:00,12.1,0.0,
2022/10/7 11:00:00,11.9,0.0,
2022/10/7 12:00:00,11.2,0.5,10
2022/10/7 13:00:00,10.8,1.5,
2022/10/7 14:00:00,10.6,1.0,
2022/10/7 15:00:00,10.3,2.0,10
2022/10/7 16:00:00,10.2,3.0,
2022/10/7 17:00:00,10.1,2.5,
2022/10/7 18:00:00,10.0,4.5,10
2022/10/7 19:00:00,10.1,3.0,
2022/10/7 20:00:00,10.1,1.5,
2022/10/7 21:00:00,10.2,0.5,10
2022/10/7 22:00:00,10.5,0.5,
2022/10/7 23:00:00,10.8,0.5,
2022/10/8 00:00:00,11.0,0.5,
2022/10/8 1:00:00,11.4,0.0,
2022/10/8 2:00:00,11.9,0.0,
2022/10/8 3:00:00,11.3,0.0,10
2022/10/8 4:00:00,11.2,0.0,
2022/10/8 5:00:00,11.2,0.0,
2022/10/8 6:00:00,11.4,0.0,10
2022/10/8 7:00:00,11.9,0.0,
2022/10/8 8:00:00,12.5,0,
2022/10/8 9:00:00,16.0,0,2
2022/10/8 10:00:00,18.7,0,
2022/10/8 11:00:00,19.5,0,
2022/10/8 12:00:00,20.7,0,2
2022/10/8 13:00:00,20.6,0,
2022/10/8 14:00:00,20.6,0,
2022/10/8 15:00:00,20.5,0,2
2022/10/8 16:00:00,19.2,0.0,
2022/10/8 17:00:00,18.3,0,
2022/10/8 18:00:00,16.7,0,2
2022/10/8 19:00:00,15.7,0,
2022/10/8 20:00:00,15.2,0,
2022/10/8 21:00:00,14.2,0,2
2022/10/8 22:00:00,14.3,0,
2022/10/8 23:00:00,14.1,0,
2022/10/9 00:00:00,13.8,0,
2022/10/9 1:00:00,13.5,0,
2022/10/9 2:00:00,13.6,0,
2022/10/9 3:00:00,13.4,0,4
2022/10/9 4:00:00,13.0,0,
2022/10/9 5:00:00,12.5,0,
2022/10/9 6:00:00,12.7,0,4
2022/10/9 7:00:00,12.9,0,
2022/10/9 8:00:00,13.8,0,
2022/10/9 9:00:00,15.0,0,4
2022/10/9 10:00:00,15.9,0,
2022/10/9 11:00:00,17.4,0,
2022/10/9 12:00:00,17.9,0,4
2022/10/9 13:00:00,17.9,0.0,
2022/10/9 14:00:00,17.9,0.0,
2022/10/9 15:00:00,18.4,0,4
2022/10/9 16:00:00,18.3,0,
2022/10/9 17:00:00,18.1,0.0,
2022/10/9 18:00:00,17.9,0,4
2022/10/9 19:00:00,17.0,0,
2022/10/9 20:00:00,16.5,0,
2022/10/9 21:00:00,15.7,0.0,10
2022/10/9 22:00:00,14.5,2.5,
2022/10/9 23:00:00,14.3,2.5,
2022/10/10 00:00:00,14.3,1.0,
2022/10/10 1:00:00,14.2,1.5,
2022/10/10 2:00:00,14.5,1.5,
2022/10/10 3:00:00,14.8,1.0,10
2022/10/10 4:00:00,15.2,0.0,
2022/10/10 5:00:00,15.3,2.5,
2022/10/10 6:00:00,15.3,0.5,10
2022/10/10 7:00:00,15.6,0.0,
2022/10/10 8:00:00,15.8,0.5,
2022/10/10 9:00:00,16.6,1.0,10
2022/10/10 10:00:00,17.1,0.5,
2022/10/10 11:00:00,18.3,0.0,
2022/10/10 12:00:00,19.3,0,4
2022/10/10 13:00:00,19.3,0,
2022/10/10 14:00:00,20.2,0,
2022/10/10 15:00:00,20.1,0,4
2022/10/10 16:00:00,20.1,0,
2022/10/10 17:00:00,19.4,0,
2022/10/10 18:00:00,19.2,0,4
2022/10/10 19:00:00,19.2,0,
2022/10/10 20:00:00,19.3,0,
2022/10/10 21:00:00,19.3,0,4
2022/10/10 22:00:00,18.9,0,
2022/10/10 23:00:00,18.1,0.0,
2022/10/11 00:00:00,17.9,0.0,
2022/10/11 1:00:00,17.5,0.0,
2022/10/11 2:00:00,17.2,0.0,
2022/10/11 3:00:00,16.6,0.0,10
2022/10/11 4:00:00,16.5,0.0,
2022/10/11 5:00:00,16.2,0,
2022/10/11 6:00:00,16.3,0.0,4
2022/10/11 7:00:00,16.8,0,
2022/10/11 8:00:00,18.0,0,
2022/10/11 9:00:00,20.6,0,3
2022/10/11 10:00:00,22.0,0,
2022/10/11 11:00:00,22.9,0,
2022/10/11 12:00:00,21.0,0,4
2022/10/11 13:00:00,22.2,0,
2022/10/11 14:00:00,20.8,0,
2022/10/11 15:00:00,21.3,0,3
2022/10/11 16:00:00,20.8,0,
2022/10/11 17:00:00,19.9,0,
2022/10/11 18:00:00,19.7,0,4
2022/10/11 19:00:00,19.5,0,
2022/10/11 20:00:00,19.2,0,
2022/10/11 21:00:00,19.1,0,4
2022/10/11 22:00:00,18.1,0,
2022/10/11 23:00:00,18.1,0,
2022/10/12 00:00:00,16.2,0,
2022/10/12 1:00:00,16.3,0,
2022/10/12 2:00:00,16.9,0,
2022/10/12 3:00:00,16.5,0,4
2022/10/12 4:00:00,14.9,0,
2022/10/12 5:00:00,15.0,0,
2022/10/12 6:00:00,15.2,0,4
2022/10/12 7:00:00,15.8,0,
2022/10/12 8:00:00,16.6,0,
2022/10/12 9:00:00,17.2,0,4
2022/10/12 10:00:00,17.6,0,
2022/10/12 11:00:00,18.2,0,
2022/10/12 12:00:00,18.9,0,4
2022/10/12 13:00:00,19.4,0,
2022/10/12 14:00:00,19.9,0,
2022/10/12 15:00:00,19.4,0,4
2022/10/12 16:00:00,18.5,0,
2022/10/12 17:00:00,17.8,0,
2022/10/12 18:00:00,17.2,0,4
2022/10/12 19:00:00,16.4,0,
2022/10/12 20:00:00,16.3,0,
2022/10/12 21:00:00,15.9,0,4
2022/10/12 22:00:00,15.1,0,
2022/10/12 23:00:00,14.4,0,
2022/10/13 00:00:00,13.9,0,
2022/10/13 1:00:00,13.7,0,
2022/10/13 2:00:00,13.5,0,
2022/10/13 3:00:00,13.5,0,4
2022/10/13 4:00:00,13.1,0,
2022/10/13 5:00:00,12.8,0,
2022/10/13 6:00:00,12.9,0,4
2022/10/13 7:00:00,13.5,0,
2022/10/13 8:00:00,14.1,0,
2022/10/13 9:00:00,15.2,0,4
2022/10/13 10:00:00,15.7,0,
2022/10/13 11:00:00,16.4,0,
2022/10/13 12:00:00,16.9,0,4
2022/10/13 13:00:00,16.4,0,
2022/10/13 14:00:00,16.6,0,
2022/10/13 15:00:00,16.6,0,4
2022/10/13 16:00:00,16.5,0,
2022/10/13 17:00:00,16.5,0,
2022/10/13 18:00:00,16.4,0,4
2022/10/13 19:00:00,16.2,0.0,
2022/10/13 20:00:00,16.1,0.0,
2022/10/13 21:00:00,15.9,0.0,4
2022/10/13 22:00:00,15.7,0,
2022/10/13 23:00:00,15.7,0,
2022/10/14 00:00:00,15.4,0,
2022/10/14 1:00:00,15.0,0,
2022/10/14 2:00:00,15.0,0,
2022/10/14 3:00:00,14.8,0,2
2022/10/14 4:00:00,14.6,0,
2022/10/14 5:00:00,14.3,0,
2022/10/14 6:00:00,14.1,0.0,4
2022/10/14 7:00:00,14.4,0,
2022/10/14 8:00:00,15.1,0,
2022/10/14 9:00:00,16.1,0,4
2022/10/14 10:00:00,17.3,0,
2022/10/14 11:00:00,18.3,0,
2022/10/14 12:00:00,18.9,0,2
2022/10/14 13:00:00,19.9,0,
2022/10/14 14:00:00,20.4,0,
2022/10/14 15:00:00,20.4,0,4
2022/10/14 16:00:00,20.1,0,
2022/10/14 17:00:00,19.4,0,
2022/10/14 18:00:00,19.1,0,4
2022/10/14 19:00:00,18.7,0,
2022/10/14 20:00:00,18.7,0,
2022/10/14 21:00:00,18.3,0,4
2022/10/14 22:00:00,18.3,0,
2022/10/14 23:00:00,18.1,0,
2022/10/15 00:00:00,17.6,0,
2022/10/15 1:00:00,17.2,0,
2022/10/15 2:00:00,16.9,0,
2022/10/15 3:00:00,16.8,0,4
2022/10/15 4:00:00,16.6,0,
2022/10/15 5:00:00,16.4,0,
2022/10/15 6:00:00,16.5,0,4
2022/10/15 7:00:00,16.7,0,
2022/10/15 8:00:00,17.6,0,
2022/10/15 9:00:00,18.8,0,4
2022/10/15 10:00:00,20.1,0,
2022/10/15 11:00:00,21.4,0,
2022/10/15 12:00:00,21.8,0,3
2022/10/15 13:00:00,21.8,0,
2022/10/15 14:00:00,21.7,0,
2022/10/15 15:00:00,21.5,0,2
2022/10/15 16:00:00,20.7,0,
2022/10/15 17:00:00,19.2,0,
2022/10/15 18:00:00,18.4,0,2
2022/10/15 19:00:00,17.9,0,
2022/10/15 20:00:00,17.4,0,
2022/10/15 21:00:00,17.4,0,2
2022/10/15 22:00:00,17.5,0,
2022/10/15 23:00:00,16.5,0,
2022/10/16 00:00:00,16.1,0,
2022/10/16 1:00:00,15.5,0,
2022/10/16 2:00:00,15.2,0,
2022/10/16 3:00:00,15.1,0,2
2022/10/16 4:00:00,14.6,0,
2022/10/16 5:00:00,14.4,0,
2022/10/16 6:00:00,14.6,0,2
2022/10/16 7:00:00,15.6,0,
2022/10/16 8:00:00,16.2,0,
2022/10/16 9:00:00,17.9,0,4
2022/10/16 10:00:00,19.1,0,
2022/10/16 11:00:00,21.0,0,
2022/10/16 12:00:00,20.6,0,4
2022/10/16 13:00:00,19.3,0,
2022/10/16 14:00:00,19.0,0,
2022/10/16 15:00:00,19.0,0,4
2022/10/16 16:00:00,18.9,0,
2022/10/16 17:00:00,18.4,0,
2022/10/16 18:00:00,18.3,0,4
2022/10/16 19:00:00,18.3,0,
2022/10/16 20:00:00,18.5,0,
2022/10/16 21:00:00,18.4,0,4
2022/10/16 22:00:00,18.4,0,
2022/10/16 23:00:00,18.2,0,
2022/10/17 00:00:00,17.9,0,
2022/10/17 1:00:00,17.7,0,
2022/10/17 2:00:00,17.7,0,
2022/10/17 3:00:00,17.5,0,4
2022/10/17 4:00:00,17.4,0,
2022/10/17 5:00:00,17.6,0,
2022/10/17 6:00:00,17.0,0,2
2022/10/17 7:00:00,17.0,0,
2022/10/17 8:00:00,17.5,0,
2022/10/17 9:00:00,18.4,0,4
2022/10/17 10:00:00,18.7,0,
2022/10/17 11:00:00,19.5,0,
2022/10/17 12:00:00,20.8,0.0,4
2022/10/17 13:00:00,20.2,0,
2022/10/17 14:00:00,20.5,0,
2022/10/17 15:00:00,21.3,0,4
2022/10/17 16:00:00,21.5,0,
2022/10/17 17:00:00,21.4,0.0,
2022/10/17 18:00:00,20.5,0.0,4
2022/10/17 19:00:00,20.0,0,
2022/10/17 20:00:00,19.9,0.0,
2022/10/17 21:00:00,18.7,0.0,4
2022/10/17 22:00:00,17.9,0.0,
2022/10/17 23:00:00,17.0,1.0,
2022/10/18 00:00:00,17.0,0.0,
2022/10/18 1:00:00,16.2,0,
2022/10/18 2:00:00,16.1,0,
2022/10/18 3:00:00,15.6,0,4
2022/10/18 4:00:00,15.0,0,
2022/10/18 5:00:00,14.5,0,
2022/10/18 6:00:00,13.6,0,4
2022/10/18 7:00:00,13.2,0,
2022/10/18 8:00:00,13.5,0,
2022/10/18 9:00:00,16.0,0,2
2022/10/18 10:00:00,15.7,0,
2022/10/18 11:00:00,15.9,0,
2022/10/18 12:00:00,17.6,0,2
2022/10/18 13:00:00,17.0,0,
2022/10/18 14:00:00,18.0,0,
2022/10/18 15:00:00,16.6,0,2
2022/10/18 16:00:00,16.2,0,
2022/10/18 17:00:00,15.0,0,
2022/10/18 18:00:00,13.8,0,2
2022/10/18 19:00:00,12.6,0,
2022/10/18 20:00:00,12.5,0,
2022/10/18 21:00:00,12.1,0,2
2022/10/18 22:00:00,11.1,0,
2022/10/18 23:00:00,10.9,0,
2022/10/19 00:00:00,11.1,0,
2022/10/19 1:00:00,10.0,0,
2022/10/19 2:00:00,9.5,0,
2022/10/19 3:00:00,9.5,0,2
2022/10/19 4:00:00,9.2,0,
2022/10/19 5:00:00,9.0,0,
2022/10/19 6:00:00,9.1,0,2
2022/10/19 7:00:00,10.0,0,
2022/10/19 8:00:00,12.9,0,
2022/10/19 9:00:00,14.7,0,2
2022/10/19 10:00:00,,0,
2022/10/19 11:00:00,17.0,0,
2022/10/19 12:00:00,17.6,0,2
2022/10/19 13:00:00,17.1,0,
2022/10/19 14:00:00,17.0,0,
2022/10/19 15:00:00,16.6,0,2
2022/10/19 16:00:00,16.6,0,
2022/10/19 17:00:00,15.1,0,
2022/10/19 18:00:00,13.5,0,1
2022/10/19 19:00:00,13.3,0,
2022/10/19 20:00:00,12.6,0,
2022/10/19 21:00:00,11.2,0,1
2022/10/19 22:00:00,10.8,0,
2022/10/19 23:00:00,9.6,0,
2022/10/20 00:00:00,10.1,0,
2022/10/20 1:00:00,9.0,0,
2022/10/20 2:00:00,9.6,0,
2022/10/20 3:00:00,8.2,0,1
2022/10/20 4:00:00,8.6,0,
2022/10/20 5:00:00,8.8,0,
2022/10/20 6:00:00,9.5,0,2
2022/10/20 7:00:00,10.8,0,
2022/10/20 8:00:00,13.1,0,
2022/10/20 9:00:00,14.4,0,1
2022/10/20 10:00:00,16.1,0,
2022/10/20 11:00:00,17.9,0,
2022/10/20 12:00:00,19.6,0,2
2022/10/20 13:00:00,18.8,0,
2022/10/20 14:00:00,19.6,0,
2022/10/20 15:00:00,19.5,0,2
2022/10/20 16:00:00,18.4,0,
2022/10/20 17:00:00,16.9,0,
2022/10/20 18:00:00,16.2,0,2
2022/10/20 19:00:00,15.8,0,
2022/10/20 20:00:00,14.2,0,
2022/10/20 21:00:00,13.3,0,1
2022/10/20 22:00:00,12.5,0,
2022/10/20 23:00:00,12.1,0,
2022/10/21 00:00:00,12.9,0,
2022/10/21 1:00:00,11.8,0,
2022/10/21 2:00:00,11.0,0,
2022/10/21 3:00:00,10.4,0,1
2022/10/21 4:00:00,11.6,0,
2022/10/21 5:00:00,10.5,0,
2022/10/21 6:00:00,11.5,0,1
2022/10/21 7:00:00,13.3,0,
2022/10/21 8:00:00,15.5,0,
2022/10/21 9:00:00,17.9,0,3
2022/10/21 10:00:00,20.4,0,
2022/10/21 11:00:00,21.1,0,
2022/10/21 12:00:00,20.9,0,3
2022/10/21 13:00:00,22.3,0,
2022/10/21 14:00:00,21.1,0,
2022/10/21 15:00:00,20.3,0,3
2022/10/21 16:00:00,20.0,0,
2022/10/21 17:00:00,18.3,0,
2022/10/21 18:00:00,17.3,0,3
2022/10/21 19:00:00,17.2,0,
2022/10/21 20:00:00,16.2,0,
2022/10/21 21:00:00,15.6,0,3
2022/10/21 22:00:00,15.1,0,
2022/10/21 23:00:00,14.8,0,
2022/10/22 00:00:00,14.1,0,
2022/10/22 1:00:00,14.6,0,
2022/10/22 2:00:00,14.6,0,
2022/10/22 3:00:00,14.4,0,4
2022/10/22 4:00:00,13.8,0,
2022/10/22 5:00:00,13.8,0,
2022/10/22 6:00:00,13.6,0,3
2022/10/22 7:00:00,15.4,0,
2022/10/22 8:00:00,15.5,0,
2022/10/22 9:00:00,17.0,0,4
2022/10/22 10:00:00,17.5,0,
2022/10/22 11:00:00,18.3,0,
2022/10/22 12:00:00,18.8,0,4
2022/10/22 13:00:00,20.0,0,
2022/10/22 14:00:00,19.6,0,
2022/10/22 15:00:00,19.9,0,4
2022/10/22 16:00:00,19.1,0.0,
2022/10/22 17:00:00,17.5,0.0,
2022/10/22 18:00:00,17.3,0.0,4
2022/10/22 19:00:00,17.2,0,
2022/10/22 20:00:00,17.1,0,
2022/10/22 21:00:00,15.5,0,2
2022/10/22 22:00:00,15.9,0,
2022/10/22 23:00:00,15.9,0,
2022/10/23 00:00:00,15.9,0,
2022/10/23 1:00:00,15.7,0,
2022/10/23 2:00:00,15.7,0,
2022/10/23 3:00:00,15.0,0,2
2022/10/23 4:00:00,15.1,0,
2022/10/23 5:00:00,14.6,0.0,
2022/10/23 6:00:00,14.9,0.0,4
2022/10/23 7:00:00,15.6,0,
2022/10/23 8:00:00,16.6,0.0,
2022/10/23 9:00:00,17.4,0,4
2022/10/23 10:00:00,18.8,0,
2022/10/23 11:00:00,19.0,0,
2022/10/23 12:00:00,19.9,0,4
2022/10/23 13:00:00,19.7,0.0,
2022/10/23 14:00:00,16.2,2.5,
2022/10/23 15:00:00,16.6,0.0,10
2022/10/23 16:00:00,16.7,0.0,
2022/10/23 17:00:00,15.8,0,
2022/10/23 18:00:00,14.6,0.0,10
2022/10/23 19:00:00,13.7,0.0,
2022/10/23 20:00:00,13.6,0,
2022/10/23 21:00:00,12.9,0.0,10
2022/10/23 22:00:00,12.7,0,
2022/10/23 23:00:00,12.5,0,
2022/10/24 00:00:00,12.0,0,
2022/10/24 1:00:00,11.5,0,
2022/10/24 2:00:00,11.3,0,
2022/10/24 3:00:00,11.2,0.0,10
2022/10/24 4:00:00,11.3,0.0,
2022/10/24 5:00:00,11.2,0,
2022/10/24 6:00:00,10.8,0,4
2022/10/24 7:00:00,10.7,0,
2022/10/24 8:00:00,11.7,0,
2022/10/24 9:00:00,11.8,0,4
2022/10/24 10:00:00,12.8,0,
2022/10/24 11:00:00,13.1,0,
2022/10/24 12:00:00,13.6,0,4
2022/10/24 13:00:00,13.8,0,
2022/10/24 14:00:00,14.1,0,
2022/10/24 15:00:00,14.1,0,2
2022/10/24 16:00:00,14.1,0,
2022/10/24 17:00:00,13.0,0,
2022/10/24 18:00:00,12.0,0,1
2022/10/24 19:00:00,11.3,0,
2022/10/24 20:00:00,10.1,0,
2022/10/24 21:00:00,9.0,0,1
2022/10/24 22:00:00,9.2,0,
2022/10/24 23:00:00,9.0,0,
2022/10/25 00:00:00,8.3,0,
2022/10/25 1:00:00,7.5,0,
2022/10/25 2:00:00,5.9,0,
2022/10/25 3:00:00,6.2,0,4
2022/10/25 4:00:00,6.3,0,
2022/10/25 5:00:00,6.9,0,
2022/10/25 6:00:00,6.5,0,2
2022/10/25 7:00:00,7.3,0,
2022/10/25 8:00:00,9.8,0,
2022/10/25 9:00:00,10.9,0,2
2022/10/25 10:00:00,13.0,0,
2022/10/25 11:00:00,14.5,0,
2022/10/25 12:00:00,15.3,0,2
2022/10/25 13:00:00,15.5,0,
2022/10/25 14:00:00,14.5,0,
2022/10/25 15:00:00,12.9,0.0,4
2022/10/25 16:00:00,13.0,0,
2022/10/25 17:00:00,12.9,0.0,
2022/10/25 18:00:00,12.3,0,4
2022/10/25 19:00:00,11.9,0,
2022/10/25 20:00:00,11.3,0,
2022/10/25 21:00:00,10.9,0,4
2022/10/25 22:00:00,10.4,0,
2022/10/25 23:00:00,10.1,0,
2022/10/26 00:00:00,9.6,0,
2022/10/26 1:00:00,9.3,0,
2022/10/26 2:00:00,9.2,0,
2022/10/26 3:00:00,9.2,0,2
2022/10/26 4:00:00,8.7,0,
2022/10/26 5:00:00,8.9,0,
2022/10/26 6:00:00,8.7,0,2
2022/10/26 7:00:00,9.2,0,
2022/10/26 8:00:00,10.6,0,
2022/10/26 9:00:00,12.4,0,2
2022/10/26 10:00:00,13.2,0,
2022/10/26 11:00:00,13.9,0,
2022/10/26 12:00:00,13.9,0,2
2022/10/26 13:00:00,14.3,0,
2022/10/26 14:00:00,15.0,0,
2022/10/26 15:00:00,14.4,0,2
2022/10/26 16:00:00,13.8,0,
2022/10/26 17:00:00,12.7,0,
2022/10/26 18:00:00,12.0,0,1
2022/10/26 19:00:00,10.8,0,
2022/10/26 20:00:00,10.7,0,
2022/10/26 21:00:00,9.8,0,1
2022/10/26 22:00:00,9.1,0,
2022/10/26 23:00:00,8.7,0,
2022/10/27 00:00:00,8.5,0,
2022/10/27 1:00:00,7.8,0,
2022/10/27 2:00:00,7.3,0,
2022/10/27 3:00:00,6.3,0,1
2022/10/27 4:00:00,7.3,0,
2022/10/27 5:00:00,6.5,0,
2022/10/27 6:00:00,4.9,0,1
2022/10/27 7:00:00,6.9,0,
2022/10/27 8:00:00,9.0,0,
2022/10/27 9:00:00,10.9,0,1
2022/10/27 10:00:00,12.6,0,
2022/10/27 11:00:00,14.6,0,
2022/10/27 12:00:00,14.9,0,2
2022/10/27 13:00:00,15.0,0,
2022/10/27 14:00:00,14.9,0,
2022/10/27 15:00:00,14.5,0,3
2022/10/27 16:00:00,13.5,0,
2022/10/27 17:00:00,13.0,0,
2022/10/27 18:00:00,12.3,0,3
2022/10/27 19:00:00,11.9,0,
2022/10/27 20:00:00,11.4,0,
2022/10/27 21:00:00,11.0,0,1
2022/10/27 22:00:00,10.5,0,
2022/10/27 23:00:00,9.6,0,
2022/10/28 00:00:00,8.2,0,
2022/10/28 1:00:00,8.6,0,
2022/10/28 2:00:00,8.8,0,
2022/10/28 3:00:00,8.6,0,1
2022/10/28 4:00:00,7.6,0,
2022/10/28 5:00:00,6.3,0,
2022/10/28 6:00:00,6.5,0,2
2022/10/28 7:00:00,7.8,0,
2022/10/28 8:00:00,9.4,0,
2022/10/28 9:00:00,11.3,0,2
2022/10/28 10:00:00,13.4,0,
2022/10/28 11:00:00,15.2,0,
2022/10/28 12:00:00,17.0,0,2
2022/10/28 13:00:00,17.8,0,
2022/10/28 14:00:00,18.2,0,
2022/10/28 15:00:00,18.0,0,2
2022/10/28 16:00:00,16.7,0,
2022/10/28 17:00:00,15.1,0,
2022/10/28 18:00:00,14.1,0,1
2022/10/28 19:00:00,13.2,0,
2022/10/28 20:00:00,12.8,0,
2022/10/28 21:00:00,12.6,0,2
2022/10/28 22:00:00,12.3,0,
2022/10/28 23:00:00,11.5,0,
2022/10/29 00:00:00,11.7,0,
2022/10/29 1:00:00,11.7,0,
2022/10/29 2:00:00,11.3,0,
2022/10/29 3:00:00,11.4,0,4
2022/10/29 4:00:00,11.0,0.0,
2022/10/29 5:00:00,11.3,0,
2022/10/29 6:00:00,10.9,0,4
